"locus","start","stop"
"Mnov_gtseq_307",188,189
"Mnov_gtseq_307",189,190
"Mnov_gtseq_307",190,191
"Mnov_gtseq_307",191,192
"Mnov_gtseq_307",192,193
"Mnov_gtseq_307",193,194
"Mnov_gtseq_307",194,195
"Mnov_gtseq_307",195,196
"Mnov_gtseq_307",196,197
"Mnov_gtseq_307",197,198
"Mnov_gtseq_307",198,199
"Mnov_gtseq_307",199,200
"Mnov_gtseq_307",200,201
"Mnov_gtseq_307",201,202
"Mnov_gtseq_307",202,203
"Mnov_gtseq_307",203,204
"Mnov_gtseq_307",204,205
"Mnov_gtseq_307",205,206
"Mnov_gtseq_307",206,207
"Mnov_gtseq_307",207,208
"Mnov_gtseq_307",208,209
"Mnov_gtseq_307",209,210
"Mnov_gtseq_307",210,211
"Mnov_gtseq_307",211,212
"Mnov_gtseq_307",212,213
"Mnov_gtseq_307",213,214
"Mnov_gtseq_307",214,215
"Mnov_gtseq_307",215,216
"Mnov_gtseq_307",216,217
"Mnov_gtseq_307",217,218
"Mnov_gtseq_307",218,219
"Mnov_gtseq_307",219,220
"Mnov_gtseq_307",220,221
"Mnov_gtseq_307",221,222
"Mnov_gtseq_307",222,223
"Mnov_gtseq_307",223,224
"Mnov_gtseq_307",224,225
"Mnov_gtseq_307",225,226
"Mnov_gtseq_307",226,227
"Mnov_gtseq_307",227,228
"Mnov_gtseq_307",228,229
"Mnov_gtseq_307",229,230
"Mnov_gtseq_307",230,231
"Mnov_gtseq_307",231,232
"Mnov_gtseq_307",232,233
"Mnov_gtseq_307",233,234
"Mnov_gtseq_307",234,235
"Mnov_gtseq_307",235,236
"Mnov_gtseq_307",236,237
"Mnov_gtseq_307",237,238
"Mnov_gtseq_307",238,239
"Mnov_gtseq_307",239,240
"Mnov_gtseq_307",240,241
"Mnov_gtseq_307",241,242
"Mnov_gtseq_307",242,243
"Mnov_gtseq_307",243,244
"Mnov_gtseq_307",244,245
"Mnov_gtseq_307",245,246
"Mnov_gtseq_307",246,247
"Mnov_gtseq_307",247,248
"Mnov_gtseq_307",248,249
"Mnov_gtseq_307",249,250
"Mnov_gtseq_307",250,251
"Mnov_gtseq_307",251,252
"Mnov_gtseq_307",252,253
"Mnov_gtseq_307",253,254
"Mnov_gtseq_307",254,255
"Mnov_gtseq_307",255,256
"Mnov_gtseq_307",256,257
"Mnov_gtseq_307",257,258
"Mnov_gtseq_307",258,259
"Mnov_gtseq_309",127,128
"Mnov_gtseq_309",129,130
"Mnov_gtseq_165",64,65
"Mnov_gtseq_165",65,66
"Mnov_gtseq_165",66,67
"Mnov_gtseq_165",67,68
"Mnov_gtseq_165",68,69
"Mnov_gtseq_165",69,70
"Mnov_gtseq_165",70,71
"Mnov_gtseq_165",71,72
"Mnov_gtseq_165",72,73
"Mnov_gtseq_165",73,74
"Mnov_gtseq_165",94,95
"Mnov_gtseq_165",129,130
"Mnov_gtseq_301",125,126
"Mnov_gtseq_301",129,130
"Mnov_gtseq_301",205,206
"Mnov_gtseq_302",129,130
"Mnov_gtseq_302",184,185
"Mnov_gtseq_300",129,130
"Mnov_gtseq_166",129,130
"Mnov_gtseq_324",48,49
"Mnov_gtseq_324",49,50
"Mnov_gtseq_324",65,66
"Mnov_gtseq_324",129,130
"Mnov_gtseq_324",191,192
"Mnov_gtseq_324",217,218
"Mnov_gtseq_209",129,130
"Mnov_gtseq_209",168,169
"Mnov_gtseq_117",71,72
"Mnov_gtseq_117",129,130
"Mnov_gtseq_408",111,112
"Mnov_gtseq_408",129,130
"Mnov_gtseq_519",11,12
"Mnov_gtseq_519",129,130
"Mnov_gtseq_407",101,102
"Mnov_gtseq_407",129,130
"Mnov_gtseq_113",129,130
"Mnov_gtseq_527",27,28
"Mnov_gtseq_527",101,102
"Mnov_gtseq_527",129,130
"Mnov_gtseq_528",129,130
"Mnov_gtseq_112",129,130
"Mnov_gtseq_183",0,1
"Mnov_gtseq_183",129,130
"Mnov_gtseq_184",129,130
"Mnov_gtseq_185",129,130
"Mnov_gtseq_546",129,130
"Mnov_gtseq_187",129,130
"Mnov_gtseq_188",129,130
"Mnov_gtseq_186",129,130
"Mnov_gtseq_341",129,130
"Mnov_gtseq_341",201,202
"Mnov_gtseq_340",129,130
"Mnov_gtseq_71",2,3
"Mnov_gtseq_71",87,88
"Mnov_gtseq_71",129,130
"Mnov_gtseq_360",129,130
"Mnov_gtseq_267",129,130
"Mnov_gtseq_267",189,190
"Mnov_gtseq_267",195,196
"Mnov_gtseq_267",242,243
"Mnov_gtseq_267",243,244
"Mnov_gtseq_267",244,245
"Mnov_gtseq_267",245,246
"Mnov_gtseq_267",246,247
"Mnov_gtseq_267",247,248
"Mnov_gtseq_267",248,249
"Mnov_gtseq_267",249,250
"Mnov_gtseq_267",250,251
"Mnov_gtseq_267",251,252
"Mnov_gtseq_267",252,253
"Mnov_gtseq_267",253,254
"Mnov_gtseq_267",254,255
"Mnov_gtseq_267",255,256
"Mnov_gtseq_267",256,257
"Mnov_gtseq_267",257,258
"Mnov_gtseq_267",258,259
"Mnov_gtseq_384",129,130
"Mnov_gtseq_344",129,130
"Mnov_gtseq_345",129,130
"Mnov_gtseq_346",72,73
"Mnov_gtseq_346",129,130
"Mnov_gtseq_346",247,248
"Mnov_gtseq_328",16,17
"Mnov_gtseq_328",51,52
"Mnov_gtseq_328",129,130
"Mnov_gtseq_328",177,178
"Mnov_gtseq_77",105,106
"Mnov_gtseq_77",129,130
"Mnov_gtseq_406",129,130
"Mnov_gtseq_406",148,149
"Mnov_gtseq_75",129,130
"Mnov_gtseq_374",129,130
"Mnov_gtseq_320",58,59
"Mnov_gtseq_320",93,94
"Mnov_gtseq_320",129,130
"Mnov_gtseq_320",191,192
"Mnov_gtseq_457",98,99
"Mnov_gtseq_457",129,130
"Mnov_gtseq_321",129,130
"Mnov_gtseq_323",117,118
"Mnov_gtseq_323",129,130
"Mnov_gtseq_322",129,130
"Mnov_gtseq_322",227,228
"Mnov_gtseq_458",22,23
"Mnov_gtseq_458",43,44
"Mnov_gtseq_458",56,57
"Mnov_gtseq_458",116,117
"Mnov_gtseq_458",129,130
"Mnov_gtseq_458",179,180
"Mnov_gtseq_523",129,130
"Mnov_gtseq_524",129,130
"Mnov_gtseq_91",129,130
"Mnov_gtseq_92",35,36
"Mnov_gtseq_92",129,130
"Mnov_gtseq_92",166,167
"Mnov_gtseq_370",129,130
"Mnov_gtseq_371",129,130
"Mnov_gtseq_371",138,139
"Mnov_gtseq_473",4,5
"Mnov_gtseq_473",34,35
"Mnov_gtseq_473",97,98
"Mnov_gtseq_473",129,130
"Mnov_gtseq_473",137,138
"Mnov_gtseq_473",163,164
"Mnov_gtseq_116",129,130
"Mnov_gtseq_116",202,203
"Mnov_gtseq_287",129,130
"Mnov_gtseq_286",129,130
"Mnov_gtseq_138",114,115
"Mnov_gtseq_138",129,130
"Mnov_gtseq_431",129,130
"Mnov_gtseq_137",94,95
"Mnov_gtseq_137",96,97
"Mnov_gtseq_137",129,130
"Mnov_gtseq_136",50,51
"Mnov_gtseq_136",129,130
"Mnov_gtseq_136",189,190
"Mnov_gtseq_272",0,1
"Mnov_gtseq_272",1,2
"Mnov_gtseq_272",2,3
"Mnov_gtseq_272",3,4
"Mnov_gtseq_272",4,5
"Mnov_gtseq_272",5,6
"Mnov_gtseq_272",6,7
"Mnov_gtseq_272",7,8
"Mnov_gtseq_272",8,9
"Mnov_gtseq_272",9,10
"Mnov_gtseq_272",10,11
"Mnov_gtseq_272",11,12
"Mnov_gtseq_272",12,13
"Mnov_gtseq_272",13,14
"Mnov_gtseq_272",14,15
"Mnov_gtseq_272",15,16
"Mnov_gtseq_272",16,17
"Mnov_gtseq_272",17,18
"Mnov_gtseq_272",18,19
"Mnov_gtseq_272",19,20
"Mnov_gtseq_272",20,21
"Mnov_gtseq_272",21,22
"Mnov_gtseq_272",22,23
"Mnov_gtseq_272",23,24
"Mnov_gtseq_272",24,25
"Mnov_gtseq_272",25,26
"Mnov_gtseq_272",26,27
"Mnov_gtseq_272",27,28
"Mnov_gtseq_272",28,29
"Mnov_gtseq_272",29,30
"Mnov_gtseq_272",30,31
"Mnov_gtseq_272",31,32
"Mnov_gtseq_272",32,33
"Mnov_gtseq_272",33,34
"Mnov_gtseq_272",34,35
"Mnov_gtseq_272",35,36
"Mnov_gtseq_272",36,37
"Mnov_gtseq_272",37,38
"Mnov_gtseq_272",38,39
"Mnov_gtseq_272",39,40
"Mnov_gtseq_272",40,41
"Mnov_gtseq_272",41,42
"Mnov_gtseq_272",42,43
"Mnov_gtseq_272",43,44
"Mnov_gtseq_272",44,45
"Mnov_gtseq_272",45,46
"Mnov_gtseq_272",46,47
"Mnov_gtseq_272",47,48
"Mnov_gtseq_272",48,49
"Mnov_gtseq_272",49,50
"Mnov_gtseq_272",50,51
"Mnov_gtseq_272",51,52
"Mnov_gtseq_272",52,53
"Mnov_gtseq_272",53,54
"Mnov_gtseq_272",54,55
"Mnov_gtseq_272",55,56
"Mnov_gtseq_272",56,57
"Mnov_gtseq_272",57,58
"Mnov_gtseq_272",58,59
"Mnov_gtseq_272",59,60
"Mnov_gtseq_272",60,61
"Mnov_gtseq_272",61,62
"Mnov_gtseq_272",62,63
"Mnov_gtseq_272",63,64
"Mnov_gtseq_272",64,65
"Mnov_gtseq_272",65,66
"Mnov_gtseq_272",66,67
"Mnov_gtseq_272",67,68
"Mnov_gtseq_272",68,69
"Mnov_gtseq_272",69,70
"Mnov_gtseq_272",70,71
"Mnov_gtseq_272",71,72
"Mnov_gtseq_272",72,73
"Mnov_gtseq_272",73,74
"Mnov_gtseq_272",74,75
"Mnov_gtseq_272",75,76
"Mnov_gtseq_272",129,130
"Mnov_gtseq_270",129,130
"Mnov_gtseq_269",129,130
"Mnov_gtseq_271",53,54
"Mnov_gtseq_271",66,67
"Mnov_gtseq_271",129,130
"Mnov_gtseq_268",129,130
"Mnov_gtseq_139",125,126
"Mnov_gtseq_139",129,130
"Mnov_gtseq_432",108,109
"Mnov_gtseq_432",109,110
"Mnov_gtseq_432",113,114
"Mnov_gtseq_432",129,130
"Mnov_gtseq_432",224,225
"Mnov_gtseq_196",129,130
"Mnov_gtseq_30",129,130
"Mnov_gtseq_30",192,193
"Mnov_gtseq_398",0,1
"Mnov_gtseq_398",1,2
"Mnov_gtseq_398",2,3
"Mnov_gtseq_398",3,4
"Mnov_gtseq_398",4,5
"Mnov_gtseq_398",5,6
"Mnov_gtseq_398",6,7
"Mnov_gtseq_398",7,8
"Mnov_gtseq_398",129,130
"Mnov_gtseq_329",112,113
"Mnov_gtseq_329",129,130
"Mnov_gtseq_329",202,203
"Mnov_gtseq_452",129,130
"Mnov_gtseq_452",192,193
"Mnov_gtseq_452",230,231
"Mnov_gtseq_282",129,130
"Mnov_gtseq_282",145,146
"Mnov_gtseq_282",160,161
"Mnov_gtseq_281",65,66
"Mnov_gtseq_281",129,130
"Mnov_gtseq_281",186,187
"Mnov_gtseq_453",84,85
"Mnov_gtseq_453",129,130
"Mnov_gtseq_453",159,160
"Mnov_gtseq_23",75,76
"Mnov_gtseq_23",119,120
"Mnov_gtseq_23",129,130
"Mnov_gtseq_23",170,171
"Mnov_gtseq_403",129,130
"Mnov_gtseq_62",129,130
"Mnov_gtseq_469",129,130
"Mnov_gtseq_469",132,133
"Mnov_gtseq_357",129,130
"Mnov_gtseq_22",129,130
"Mnov_gtseq_525",129,130
"Mnov_gtseq_525",160,161
"Mnov_gtseq_416",129,130
"Mnov_gtseq_93",83,84
"Mnov_gtseq_93",129,130
"Mnov_gtseq_65",129,130
"Mnov_gtseq_65",233,234
"Mnov_gtseq_64",129,130
"Mnov_gtseq_64",142,143
"Mnov_gtseq_63",129,130
"Mnov_gtseq_132",13,14
"Mnov_gtseq_132",129,130
"Mnov_gtseq_389",32,33
"Mnov_gtseq_389",129,130
"Mnov_gtseq_389",195,196
"Mnov_gtseq_479",52,53
"Mnov_gtseq_479",95,96
"Mnov_gtseq_479",129,130
"Mnov_gtseq_479",159,160
"Mnov_gtseq_477",129,130
"Mnov_gtseq_477",137,138
"Mnov_gtseq_477",156,157
"Mnov_gtseq_477",178,179
"Mnov_gtseq_477",191,192
"Mnov_gtseq_478",129,130
"Mnov_gtseq_478",181,182
"Mnov_gtseq_549",129,130
"Mnov_gtseq_443",129,130
"Mnov_gtseq_208",129,130
"Mnov_gtseq_207",129,130
"Mnov_gtseq_126",129,130
"Mnov_gtseq_422",109,110
"Mnov_gtseq_422",119,120
"Mnov_gtseq_422",124,125
"Mnov_gtseq_422",129,130
"Mnov_gtseq_422",130,131
"Mnov_gtseq_422",134,135
"Mnov_gtseq_422",136,137
"Mnov_gtseq_422",153,154
"Mnov_gtseq_422",154,155
"Mnov_gtseq_387",98,99
"Mnov_gtseq_387",117,118
"Mnov_gtseq_387",129,130
"Mnov_gtseq_476",129,130
"Mnov_gtseq_476",173,174
"Mnov_gtseq_388",129,130
"Mnov_gtseq_16",129,130
"Mnov_gtseq_16",192,193
"Mnov_gtseq_17",129,130
"Mnov_gtseq_17",249,250
"Mnov_gtseq_72",129,130
"Mnov_gtseq_73",129,130
"Mnov_gtseq_76",129,130
"Mnov_gtseq_74",129,130
"Mnov_gtseq_405",129,130
"Mnov_gtseq_405",152,153
"Mnov_gtseq_405",173,174
"Mnov_gtseq_279",103,104
"Mnov_gtseq_279",129,130
"Mnov_gtseq_279",201,202
"Mnov_gtseq_278",129,130
"Mnov_gtseq_280",129,130
"Mnov_gtseq_397",24,25
"Mnov_gtseq_397",129,130
"Mnov_gtseq_509",129,130
"Mnov_gtseq_509",213,214
"Mnov_gtseq_439",123,124
"Mnov_gtseq_439",129,130
"Mnov_gtseq_439",254,255
"Mnov_gtseq_1",129,130
"Mnov_gtseq_1",187,188
"Mnov_gtseq_502",129,130
"Mnov_gtseq_539",129,130
"Mnov_gtseq_164",91,92
"Mnov_gtseq_164",129,130
"Mnov_gtseq_160",65,66
"Mnov_gtseq_160",129,130
"Mnov_gtseq_161",129,130
"Mnov_gtseq_161",243,244
"Mnov_gtseq_435",129,130
"Mnov_gtseq_435",154,155
"Mnov_gtseq_435",239,240
"Mnov_gtseq_435",250,251
"Mnov_gtseq_162",90,91
"Mnov_gtseq_162",129,130
"Mnov_gtseq_163",129,130
"Mnov_gtseq_163",202,203
"Mnov_gtseq_159",42,43
"Mnov_gtseq_159",52,53
"Mnov_gtseq_159",56,57
"Mnov_gtseq_159",59,60
"Mnov_gtseq_159",63,64
"Mnov_gtseq_159",79,80
"Mnov_gtseq_159",109,110
"Mnov_gtseq_159",129,130
"Mnov_gtseq_159",154,155
"Mnov_gtseq_159",247,248
"Mnov_gtseq_34",129,130
"Mnov_gtseq_34",158,159
"Mnov_gtseq_35",129,130
"Mnov_gtseq_400",129,130
"Mnov_gtseq_400",204,205
"Mnov_gtseq_400",221,222
"Mnov_gtseq_273",129,130
"Mnov_gtseq_274",129,130
"Mnov_gtseq_522",129,130
"Mnov_gtseq_415",129,130
"Mnov_gtseq_176",129,130
"Mnov_gtseq_178",129,130
"Mnov_gtseq_177",129,130
"Mnov_gtseq_179",123,124
"Mnov_gtseq_179",129,130
"Mnov_gtseq_544",129,130
"Mnov_gtseq_438",129,130
"Mnov_gtseq_438",215,216
"Mnov_gtseq_438",243,244
"Mnov_gtseq_438",255,256
"Mnov_gtseq_49",13,14
"Mnov_gtseq_49",78,79
"Mnov_gtseq_49",129,130
"Mnov_gtseq_513",129,130
"Mnov_gtseq_36",129,130
"Mnov_gtseq_285",129,130
"Mnov_gtseq_48",60,61
"Mnov_gtseq_48",129,130
"Mnov_gtseq_446",48,49
"Mnov_gtseq_446",129,130
"Mnov_gtseq_303",129,130
"Mnov_gtseq_449",129,130
"Mnov_gtseq_256",129,130
"Mnov_gtseq_256",251,252
"Mnov_gtseq_257",129,130
"Mnov_gtseq_258",129,130
"Mnov_gtseq_130",40,41
"Mnov_gtseq_130",129,130
"Mnov_gtseq_131",129,130
"Mnov_gtseq_129",97,98
"Mnov_gtseq_129",129,130
"Mnov_gtseq_343",129,130
"Mnov_gtseq_342",129,130
"Mnov_gtseq_342",217,218
"Mnov_gtseq_298",129,130
"Mnov_gtseq_454",129,130
"Mnov_gtseq_512",129,130
"Mnov_gtseq_512",135,136
"Mnov_gtseq_512",232,233
"Mnov_gtseq_47",129,130
"Mnov_gtseq_283",97,98
"Mnov_gtseq_283",129,130
"Mnov_gtseq_404",56,57
"Mnov_gtseq_404",57,58
"Mnov_gtseq_404",58,59
"Mnov_gtseq_404",59,60
"Mnov_gtseq_404",60,61
"Mnov_gtseq_404",61,62
"Mnov_gtseq_404",62,63
"Mnov_gtseq_404",63,64
"Mnov_gtseq_404",64,65
"Mnov_gtseq_404",65,66
"Mnov_gtseq_404",129,130
"Mnov_gtseq_404",133,134
"Mnov_gtseq_404",134,135
"Mnov_gtseq_262",109,110
"Mnov_gtseq_262",129,130
"Mnov_gtseq_380",129,130
"Mnov_gtseq_380",254,255
"Mnov_gtseq_284",129,130
"Mnov_gtseq_385",129,130
"Mnov_gtseq_386",56,57
"Mnov_gtseq_386",129,130
"Mnov_gtseq_456",123,124
"Mnov_gtseq_456",129,130
"Mnov_gtseq_456",190,191
"Mnov_gtseq_318",129,130
"Mnov_gtseq_263",129,130
"Mnov_gtseq_70",1,2
"Mnov_gtseq_70",129,130
"Mnov_gtseq_70",132,133
"Mnov_gtseq_316",1,2
"Mnov_gtseq_316",129,130
"Mnov_gtseq_455",129,130
"Mnov_gtseq_455",255,256
"Mnov_gtseq_315",3,4
"Mnov_gtseq_315",4,5
"Mnov_gtseq_315",129,130
"Mnov_gtseq_124",74,75
"Mnov_gtseq_124",129,130
"Mnov_gtseq_125",129,130
"Mnov_gtseq_125",131,132
"Mnov_gtseq_125",202,203
"Mnov_gtseq_123",120,121
"Mnov_gtseq_123",129,130
"Mnov_gtseq_122",129,130
"Mnov_gtseq_119",129,130
"Mnov_gtseq_119",149,150
"Mnov_gtseq_100",129,130
"Mnov_gtseq_100",170,171
"Mnov_gtseq_100",173,174
"Mnov_gtseq_212",129,130
"Mnov_gtseq_213",129,130
"Mnov_gtseq_228",129,130
"Mnov_gtseq_228",140,141
"Mnov_gtseq_445",129,130
"Mnov_gtseq_359",129,130
"Mnov_gtseq_359",157,158
"Mnov_gtseq_260",129,130
"Mnov_gtseq_260",220,221
"Mnov_gtseq_261",129,130
"Mnov_gtseq_261",179,180
"Mnov_gtseq_261",213,214
"Mnov_gtseq_291",122,123
"Mnov_gtseq_291",129,130
"Mnov_gtseq_291",152,153
"Mnov_gtseq_503",22,23
"Mnov_gtseq_503",129,130
"Mnov_gtseq_9",129,130
"Mnov_gtseq_10",129,130
"Mnov_gtseq_392",78,79
"Mnov_gtseq_392",86,87
"Mnov_gtseq_392",129,130
"Mnov_gtseq_8",129,130
"Mnov_gtseq_504",129,130
"Mnov_gtseq_391",84,85
"Mnov_gtseq_391",129,130
"Mnov_gtseq_391",153,154
"Mnov_gtseq_391",165,166
"Mnov_gtseq_6",129,130
"Mnov_gtseq_11",129,130
"Mnov_gtseq_7",129,130
"Mnov_gtseq_239",129,130
"Mnov_gtseq_239",191,192
"Mnov_gtseq_238",129,130
"Mnov_gtseq_241",129,130
"Mnov_gtseq_237",129,130
"Mnov_gtseq_237",149,150
"Mnov_gtseq_237",157,158
"Mnov_gtseq_237",215,216
"Mnov_gtseq_240",129,130
"Mnov_gtseq_234",129,130
"Mnov_gtseq_235",129,130
"Mnov_gtseq_236",129,130
