"","labID","RunMS58.replicates.merged","RunMS58.MS51.merged","RunMS58.MS51.MS45.90s.merged","RunMS58.MS51.MS45.90s.MS54.merged","RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged","RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged","max.genos","MS58.max","MS51.max","MS45.max","MS54.max","GTseq.val.max","GTseq.prod.max","run.to.use"
"223","z0195667",NA,71,71,273,273,274,274,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"224","z0195677",NA,106,106,250,250,250,250,NA,0,0,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"225","z0195679",NA,1,1,12,12,12,12,NA,0,0,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"226","z0195697",NA,269,269,269,269,303,303,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"227","z0195700",NA,305,305,305,305,314,314,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"228","z0195703",NA,310,310,310,310,316,316,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"229","z0195706",NA,317,317,317,317,317,317,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"230","z0195707",NA,318,318,318,318,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"231","z0195708",NA,317,317,317,317,318,318,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"232","z0195709",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"233","z0195710",NA,318,318,318,318,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"234","z0195712",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"235","z0195713",NA,322,322,322,322,322,322,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"236","z0195714",NA,318,318,318,318,318,318,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"237","z0195715",NA,311,311,311,311,318,318,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"238","z0195717",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"239","z0195720",NA,275,275,275,275,308,308,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"240","z0195721",NA,1,1,1,1,1,1,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"241","z0195722",NA,316,316,316,316,320,320,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"242","z0195726",NA,233,233,233,265,265,265,NA,0,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"243","z0195727",NA,289,289,289,289,305,305,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"244","z0195729",NA,294,294,294,294,305,305,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"245","z0195730",NA,317,317,317,317,317,317,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"246","z0195733",NA,320,320,320,320,321,321,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"247","z0195735",NA,321,321,321,321,321,321,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"248","z0195738",NA,319,319,319,319,320,320,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"249","z0195739",NA,310,310,310,310,315,315,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"250","z0195741",NA,311,311,311,311,311,311,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"251","z0195742",NA,322,322,322,322,322,322,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"252","z0195743",NA,318,318,318,318,318,318,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"253","z0195748",NA,321,321,321,321,321,321,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"254","z0195759",NA,2,2,2,2,2,2,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"255","z0195769",NA,1,1,1,1,1,1,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"256","z0195775",NA,1,1,1,1,1,1,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"257","z0195780",NA,1,1,1,1,2,2,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"258","z0195781",NA,5,5,5,5,5,5,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"259","z0195782",NA,43,43,43,43,219,219,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"260","z0195787",NA,1,1,1,1,1,1,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"261","z0196707",NA,320,320,320,320,320,320,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"262","z0196708",NA,270,270,270,270,279,279,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"263","z0196709",NA,309,309,309,309,312,312,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"264","z0196714",NA,319,319,319,319,320,320,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"265","z0196718",NA,318,318,318,318,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"266","z0196721",NA,288,288,288,288,288,288,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"267","z0196722",NA,309,309,309,309,317,317,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"268","z0196723",NA,111,111,111,111,233,233,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"269","z0196726",NA,310,310,310,310,313,313,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"270","z0196727",NA,311,311,311,311,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"271","z0196728",NA,317,317,317,317,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"272","z0196730",NA,296,296,296,311,311,311,NA,0,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"273","z0196732",NA,305,305,305,305,311,311,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"274","z0196733",NA,191,191,191,269,269,269,NA,0,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"275","z0196736",NA,317,317,317,317,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"276","z0196737",NA,299,299,299,299,305,305,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"277","z0196738",NA,215,215,215,215,266,266,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"278","z0196741",NA,261,261,261,261,267,267,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"279","z0196742",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"280","z0196743",NA,300,300,300,300,313,313,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"281","z0196744",NA,306,306,306,306,313,313,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"282","z0196746",NA,312,312,312,313,313,313,NA,0,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"283","z0196747",NA,304,304,304,304,307,307,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"284","z0196748",NA,312,312,312,312,316,316,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"285","z0196749",NA,318,318,318,318,318,318,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"286","z0196750",NA,301,301,301,301,302,302,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"287","z0196753",NA,311,311,311,311,316,316,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"288","z0196755",NA,311,311,311,311,315,315,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"289","z0196756",NA,319,319,319,319,320,320,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"290","z0196757",NA,318,318,318,318,318,318,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"291","z0196758",NA,315,315,315,315,315,315,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"292","z0196759",NA,297,297,297,297,311,311,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"293","z0196760",NA,316,316,316,316,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"294","z0196761",NA,303,303,303,303,311,311,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"295","z0196762",NA,311,311,311,311,312,312,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"296","z0196765",NA,310,310,310,310,318,318,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"297","z0196767",NA,307,307,307,307,311,311,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"298","z0196768",NA,307,307,307,307,314,314,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"299","z0196770",NA,283,283,283,283,291,291,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"300","z0196772",NA,313,313,313,313,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"301","z0196773",NA,304,304,304,304,309,309,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"302","z0196775",NA,313,313,313,313,314,314,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"303","z0196777",NA,315,315,315,315,316,316,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"304","z0196778",NA,314,314,314,314,314,314,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"305","z0196781",NA,315,315,315,315,315,315,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"306","z0196783",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"307","z0196792",NA,1,1,1,1,278,278,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"308","z0196793",NA,260,260,260,260,304,304,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"309","z0196794",NA,306,306,306,314,314,314,NA,0,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"310","z0196795",NA,273,273,273,273,301,301,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"311","z0196800",NA,226,226,226,226,274,274,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"312","z0196804",NA,270,270,270,270,270,270,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"313","z0196806",NA,137,137,137,137,222,222,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"314","z0196812",NA,104,104,104,104,265,265,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"315","z0196822",NA,317,317,317,317,317,317,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"316","z0196823",NA,318,318,318,318,320,320,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"317","z0196826",NA,312,312,312,312,313,313,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"318","z0196830",NA,215,215,215,215,287,287,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"319","z0196831",NA,309,309,309,309,314,314,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"320","z0196832",NA,240,240,240,240,244,244,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"321","z0196833",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"322","z0196840",NA,1,1,1,1,12,12,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"323","z0196842",NA,114,114,114,114,258,258,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"324","z0196844",NA,1,1,1,1,246,246,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"325","z0196845",NA,16,16,16,16,270,270,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"326","z0196848",NA,317,317,317,317,320,320,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"327","z0196850",NA,1,1,1,1,247,247,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"328","z0196854",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"329","z0196858",NA,165,165,165,165,295,295,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"330","z0196859",NA,320,320,320,320,320,320,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"331","z0196860",NA,317,317,317,317,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"332","z0196861",NA,318,318,318,318,319,319,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"333","z0196862",NA,317,317,317,317,317,317,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"334","z0196863",NA,311,311,311,311,313,313,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"335","z0196865",NA,313,313,313,313,315,315,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"336","z0196886",NA,248,248,248,248,279,279,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"337","z0196888",NA,1,1,1,1,1,1,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"338","z0196889",NA,1,1,1,1,3,3,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"339","z0196892",NA,28,28,28,28,261,261,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"340","z0197658",NA,308,308,308,308,308,308,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"341","z0197659",NA,266,266,266,266,267,267,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"342","z0197662",NA,277,277,277,313,313,313,NA,0,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"343","z0197665",NA,313,314,314,314,314,314,NA,0,1,1,1,1,"RunMS58.MS51.MS45.90s.merged"
"344","z0197671",NA,270,270,270,270,270,270,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"345","z0197673",NA,294,294,294,294,312,312,NA,0,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"346","z0197679",NA,319,319,319,319,319,319,NA,1,1,1,1,1,"RunMS58.MS51.merged"
"347","z0040513",NA,NA,103,239,239,241,241,NA,NA,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"348","z0043839",NA,NA,248,262,262,264,264,NA,NA,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"349","z0043980",NA,NA,208,318,318,318,318,NA,NA,0,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"350","z0045405",NA,NA,305,305,305,305,305,NA,NA,1,1,1,1,"RunMS58.MS51.MS45.90s.merged"
"351","z0047854",NA,NA,315,317,317,317,317,NA,NA,0,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"352","z0053100",NA,NA,268,295,299,299,299,NA,NA,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"353","z0055903",NA,NA,289,318,318,318,318,NA,NA,0,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"354","z0055931",NA,NA,250,310,310,311,311,NA,NA,0,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"355","z0075696",NA,NA,165,298,300,300,300,NA,NA,0,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"356","z0175371",NA,NA,289,316,316,316,316,NA,NA,0,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"357","z0012701",NA,NA,NA,285,285,319,319,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"358","z0012702",NA,NA,NA,164,291,291,291,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"359","z0016579",NA,NA,NA,315,315,316,316,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"360","z0025405",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"361","z0029861",NA,NA,NA,4,4,5,5,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"362","z0029865",NA,NA,NA,277,277,277,277,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"363","z0029866",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"364","z0037607",NA,NA,NA,315,315,315,315,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"365","z0037609",NA,NA,NA,238,238,239,239,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"366","z0037610",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"367","z0040275",NA,NA,NA,65,65,293,293,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"368","z0040287",NA,NA,NA,287,287,308,308,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"369","z0040333",NA,NA,NA,313,317,317,317,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"370","z0040357",NA,NA,NA,291,291,303,303,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"371","z0040364",NA,NA,NA,319,321,321,321,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"372","z0040403",NA,NA,NA,2,2,272,272,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"373","z0040439",NA,NA,NA,322,322,322,322,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"374","z0040465",NA,NA,NA,143,143,255,255,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"375","z0040960",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"376","z0040961",NA,NA,NA,281,281,281,281,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"377","z0041026",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"378","z0041051",NA,NA,NA,122,214,214,214,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
"379","z0041115",NA,NA,NA,298,298,298,298,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"380","z0041145",NA,NA,NA,1,1,3,3,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"381","z0041233",NA,NA,NA,307,307,309,309,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"382","z0041465",NA,NA,NA,93,93,269,269,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"383","z0041472",NA,NA,NA,314,314,314,314,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"384","z0041480",NA,NA,NA,275,275,290,290,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"385","z0041483",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"386","z0041494",NA,NA,NA,31,31,280,280,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"387","z0041498",NA,NA,NA,315,315,317,317,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"388","z0041501",NA,NA,NA,316,316,317,317,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"389","z0041507",NA,NA,NA,288,288,297,297,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"390","z0041512",NA,NA,NA,321,321,321,321,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"391","z0041522",NA,NA,NA,264,264,264,264,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"392","z0041527",NA,NA,NA,206,206,271,271,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"393","z0043475",NA,NA,NA,263,263,263,263,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"394","z0043477",NA,NA,NA,322,322,322,322,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"395","z0043478",NA,NA,NA,311,311,313,313,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"396","z0043481",NA,NA,NA,320,320,320,320,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"397","z0043487",NA,NA,NA,1,1,6,6,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"398","z0043488",NA,NA,NA,7,7,11,11,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"399","z0043491",NA,NA,NA,14,14,280,280,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"400","z0043493",NA,NA,NA,313,313,313,313,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"401","z0043504",NA,NA,NA,1,1,298,298,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"402","z0043513",NA,NA,NA,12,12,14,14,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"403","z0043526",NA,NA,NA,304,304,309,309,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"404","z0043572",NA,NA,NA,322,322,322,322,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"405","z0043627",NA,NA,NA,23,23,23,23,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"406","z0043642",NA,NA,NA,316,316,318,318,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"407","z0043649",NA,NA,NA,314,314,316,316,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"408","z0043652",NA,NA,NA,317,317,317,317,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"409","z0043807",NA,NA,NA,318,318,318,318,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"410","z0043876",NA,NA,NA,36,36,296,296,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"411","z0043877",NA,NA,NA,213,213,212,213,NA,NA,NA,1,1,0,"RunMS58.MS51.MS45.90s.MS54.merged"
"412","z0043891",NA,NA,NA,129,129,251,251,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"413","z0043898",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"414","z0043904",NA,NA,NA,1,1,1,1,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"415","z0043915",NA,NA,NA,212,212,212,212,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"416","z0043940",NA,NA,NA,189,189,288,288,NA,NA,NA,0,0,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.GTseq.prod.merged"
"417","z0043954",NA,NA,NA,316,316,316,316,NA,NA,NA,1,1,1,"RunMS58.MS51.MS45.90s.MS54.merged"
"418","z0043966",NA,NA,NA,283,303,303,303,NA,NA,NA,0,1,1,"RunMS58.MS51.MS45.90s.MS54.GTseq.val.merged"
